Id,qc_code,LotFrontage,LotArea,BldgType,FullBath,HalfBath,TotRmsAbvGrd,YearBuilt,TotalBsmtSF,BedroomAbvGr,Heating,CentralAir,GrLivArea,PoolArea,YrSold,SalePrice
train_8472,2161751,32,7015,1Fam,2,0,5,1976,901,3,GasA,Y,1026,0,2007,132996.501065838
test_2517,2161751,,8400,1Fam,2,1,8,1976,864,1,GasA,Y,1057,0,2009,
test_3142,2161751,,5271,1Fam,2,0,4,1976,1358,3,GasA,Y,981,0,2010,
train_1376,77210195,60,13418,1Fam,2,1,6,1976,1379,3,GasA,Y,2080,0,2007,285330.699779199
train_9588,77210195,110,10005,1Fam,1,0,8,1976,1650,2,GasA,Y,1509,0,2010,277379.608835441
test_3360,77210195,65,1950,1Fam,2,0,6,1976,1742,2,GasA,Y,747,0,2007,
train_6292,109214231,60,14200,1Fam,2,0,6,1976,716,3,GasA,Y,2654,0,2007,291267.426910885
train_269,25418193,,5395,1Fam,1,0,5,1976,728,3,GasA,Y,1144,0,2009,175920.00578408
train_1092,25418193,,15660,1Fam,1,0,8,1976,1241,3,GasA,Y,1644,0,2010,224324.805941784
train_1745,25418193,,4500,1Fam,2,1,5,1976,1095,2,GasA,Y,1578,0,2007,185609.250250963
train_2200,25418193,72,10839,1Fam,2,0,9,1976,1188,3,GasA,N,1600,0,2007,242476.356339936
train_5992,25418193,66,8125,1Fam,2,1,6,1976,990,2,GasA,Y,1225,0,2009,221598.158455492
test_1547,25418193,61,17104,TwnhsE,2,0,6,1976,384,4,GasA,Y,1252,0,2006,
test_1895,25418193,66,9600,1Fam,1,1,6,1976,756,2,GasA,Y,1314,0,2009,
test_4505,25418193,93,8530,2fmCon,1,0,6,1976,1368,2,GasA,Y,864,0,2007,
train_4380,19317133,70,9000,1Fam,1,0,5,1976,1372,4,GasA,Y,1314,0,2006,216603.048605418
test_149,19317133,100,10084,TwnhsE,2,1,7,1976,1595,3,GasA,Y,2418,0,2007,
train_5259,1534992,85,10320,1Fam,2,0,11,1976,1148,3,GasA,Y,1547,0,2009,234437.633472514
train_3314,68169249,36,10240,1Fam,2,1,6,1976,928,2,GasA,Y,1856,0,2009,278626.814385798
train_9904,2012252,50,8200,1Fam,2,1,10,1976,683,3,GasA,Y,2046,0,2009,274246.309897442
train_4336,24853190,70,11341,1Fam,2,0,5,1977,1029,3,GasA,Y,1670,0,2008,211608.215719713
train_4137,1222416,122,7931,1Fam,1,0,5,1977,912,3,GasA,Y,1228,0,2008,165916.62659327
train_7149,1222416,94,15865,1Fam,1,0,5,1977,0,2,GasA,Y,1362,0,2008,204694.570608042
test_2468,1222416,,4671,1Fam,1,1,7,1977,948,3,GasA,Y,1647,0,2010,
test_2995,1222416,100,10603,Duplex,2,0,8,1977,725,2,GasA,Y,858,0,2008,
test_634,1042019,60,12030,1Fam,1,1,5,1977,811,3,GasA,Y,1034,0,2007,
train_1876,248154,93,70761,1Fam,1,1,9,1977,1554,3,GasA,Y,2013,0,2009,376576.435093129
train_2196,248154,70,6000,1Fam,2,0,7,1977,1190,3,GasA,Y,1320,0,2009,240272.993610945
test_524,215176202,60,5000,1Fam,1,0,4,1977,2136,4,GasA,Y,1392,0,2009,
train_8138,129251161,44,10150,1Fam,2,1,4,1977,1299,2,GasA,Y,866,0,2006,142513.634220165
train_5078,681210,65,1526,1Fam,2,1,7,1977,483,2,GasA,Y,1056,0,2008,126102.520616045
train_6639,681210,,7820,1Fam,1,1,7,1977,870,4,GasA,Y,2000,0,2007,189110.384085506
test_3723,242133229,75,8125,TwnhsE,2,1,6,1977,816,2,GasA,Y,2320,0,2008,
train_985,23232234,120,7064,Duplex,1,1,7,1977,1080,2,GasA,N,1060,0,2007,140951.881075129
train_1402,23232234,50,12150,2fmCon,0,0,4,1977,2006,3,GasA,Y,848,648,2009,138508.462296574
train_1447,23232234,,8198,1Fam,1,0,5,1977,686,3,GasA,Y,1679,0,2008,135351.882909201
train_3128,23232234,91,8544,1Fam,2,1,3,1977,1200,3,GasA,Y,789,0,2006,135094.477233176
train_4436,23232234,77,3378,1Fam,2,1,4,1977,864,3,GasA,Y,1895,0,2008,166513.584989838
train_4707,23232234,,17423,1Fam,1,0,5,1977,907,2,GasA,Y,1742,0,2009,183871.875128288
train_4788,23232234,65,12137,1Fam,2,1,6,1977,1316,3,GasA,Y,1505,0,2009,154580.572911668
train_6876,23232234,69,10142,1Fam,2,1,9,1977,672,3,GasA,Y,2452,0,2010,152764.840354386
train_7025,23232234,73,7917,Duplex,2,0,10,1977,1752,2,GasA,Y,1053,0,2007,170585.663580914
train_7424,23232234,69,8480,1Fam,2,0,3,1977,1518,4,GasA,Y,1131,0,2008,147230.340868635
train_7465,23232234,78,5000,1Fam,2,0,11,1977,811,3,GasA,Y,1337,0,2010,96535.4891501396
train_9826,23232234,60,10918,1Fam,1,1,7,1977,1494,3,GasA,Y,1296,0,2006,166897.300795638
test_216,23232234,72,11287,1Fam,2,1,7,1977,0,3,GasA,Y,2008,0,2009,
test_686,23232234,71,13350,1Fam,2,1,7,1977,483,1,GasA,Y,1389,0,2007,
test_2120,23232234,55,10159,1Fam,2,0,6,1977,777,3,GasA,Y,1073,0,2007,
train_7212,1312151,80,7150,1Fam,1,0,6,1977,1468,3,GasA,Y,1269,0,2009,171780.62474651
train_718,5082142,82,7050,1Fam,1,1,7,1977,1200,1,GasA,Y,924,0,2007,141039.179693852
train_1619,5082142,,6371,1Fam,2,2,6,1977,1145,3,GasA,Y,2022,0,2008,191684.242596825
train_1646,5082142,68,12552,1Fam,2,1,5,1977,1617,2,GasA,Y,1301,0,2007,194649.510589408
train_4163,5082142,,9900,1Fam,1,0,8,1977,1522,3,GasA,Y,1742,0,2008,152715.466407016
test_261,5082142,74,8400,1Fam,2,0,6,1977,624,3,GasA,Y,1484,0,2009,
train_222,22521240,100,3072,1Fam,1,0,5,1977,770,2,GasA,Y,1215,0,2008,124916.114089542
test_3496,22521240,60,8487,1Fam,2,0,6,1977,1098,3,GasA,N,3194,0,2007,
train_5438,152244122,68,6371,TwnhsE,2,0,6,1977,1386,3,GasA,Y,1665,0,2007,174663.815900597
train_4522,0176130,149,13501,1Fam,1,1,8,1977,926,1,GasA,Y,1661,0,2006,164775.392069219
train_4888,0176130,,9020,1Fam,1,0,6,1977,1184,3,GasA,Y,1208,0,2009,91154.2686502046
test_1503,0176130,79,3072,1Fam,1,1,6,1977,1947,4,GasA,Y,882,0,2009,
test_2882,0176130,64,8924,1Fam,2,0,5,1977,1086,3,GasA,Y,1392,0,2008,
train_6005,2429160,24,11924,1Fam,2,0,6,1977,761,4,GasA,N,2418,0,2006,185081.453623915
train_7535,2429160,,11404,1Fam,1,0,8,1977,764,3,GasA,Y,1604,0,2009,84034.3929454071
train_126,19921184,65,8125,1Fam,1,1,6,1977,894,4,GasA,Y,1674,0,2007,178499.060557931
train_583,19921184,75,8414,TwnhsE,1,0,12,1977,848,3,Wall,Y,1986,0,2009,116260.584859608
train_1368,19921184,73,10800,1Fam,3,0,10,1977,1477,3,GasA,Y,943,0,2007,175265.217304315
train_1805,19921184,80,8521,TwnhsE,1,1,6,1977,1041,1,GasA,Y,958,0,2007,116514.230784686
train_1820,19921184,77,8400,1Fam,1,1,5,1977,1225,3,GasA,Y,1284,0,2008,106840.241063969
train_2031,19921184,,12677,Duplex,2,0,4,1977,972,3,GasA,Y,1362,0,2008,142904.704382863
train_2591,19921184,92,8777,Duplex,1,0,7,1977,1572,3,GasA,Y,1432,0,2010,172779.537922402
train_2991,19921184,75,8450,2fmCon,1,0,5,1977,982,2,GasA,Y,1468,0,2009,161093.060840668
train_3367,19921184,64,10452,1Fam,1,0,7,1977,915,3,GasA,Y,1242,0,2007,164563.116063244
train_3597,19921184,59,8795,1Fam,2,0,6,1977,992,2,GasA,Y,1641,0,2006,143331.131497087
train_3636,19921184,60,5232,1Fam,2,0,7,1977,2042,3,GasA,Y,1368,0,2009,169965.372173822
train_3681,19921184,66,8967,1Fam,1,0,7,1977,1232,2,GasA,Y,1572,0,2006,163833.202815073
train_3742,19921184,68,10237,TwnhsE,1,1,7,1977,804,2,GasA,Y,1287,0,2008,132747.685716192
train_4147,19921184,60,8400,1Fam,2,0,5,1977,1002,2,GasA,Y,1709,0,2009,116649.596072551
train_4280,19921184,86,7560,1Fam,1,0,7,1977,660,2,GasA,Y,1721,0,2007,130889.512459987
train_4437,19921184,,9313,1Fam,2,0,8,1977,798,3,GasA,Y,334,0,2009,136730.898515565
train_5331,19921184,21,12464,1Fam,1,0,6,1977,1486,3,GasA,Y,1776,0,2009,144158.522419695
train_5461,19921184,98,7252,Twnhs,2,0,8,1977,1494,2,GasA,Y,1560,0,2008,186732.031313199
train_6072,19921184,50,9600,1Fam,1,0,10,1977,649,2,GasA,Y,1400,0,2008,137866.958937168
train_6542,19921184,149,13501,1Fam,1,0,6,1977,1090,3,GasA,Y,1795,0,2007,178629.051763138
train_7797,19921184,47,9350,1Fam,3,0,9,1977,1494,3,GasA,N,1576,0,2009,109866.240987603
train_7845,19921184,76,6897,1Fam,1,0,6,1977,860,4,GasA,Y,1355,0,2009,114713.00304646
train_8092,19921184,21,11670,TwnhsE,1,0,6,1977,1406,3,GasA,Y,1306,0,2007,217253.851520536
train_8174,19921184,50,12692,Duplex,1,1,8,1977,925,3,GasA,N,2730,0,2009,156727.213462329
train_8847,19921184,65,6324,1Fam,1,0,6,1977,1267,2,GasA,Y,2223,0,2007,157452.80646493
train_8940,19921184,,4712,1Fam,1,1,3,1977,1240,2,GasA,Y,2132,0,2006,163288.275978471
train_9281,19921184,100,3182,1Fam,1,0,7,1977,813,2,GasA,Y,1365,0,2007,102084.038475777
train_9466,19921184,68,13811,1Fam,2,0,6,1977,1058,2,GasA,Y,1094,0,2006,174874.225082433
train_9478,19921184,,7226,1Fam,1,0,8,1977,858,4,GasA,Y,1414,0,2009,158276.404751006
train_9777,19921184,50,8472,1Fam,2,0,9,1977,1568,3,GasA,Y,1935,0,2008,137763.97642735
train_9970,19921184,50,6993,TwnhsE,3,0,7,1977,672,3,GasA,Y,2207,0,2008,133267.344697043
test_9,19921184,,8814,1Fam,1,0,5,1977,1001,2,GasA,Y,1720,0,2010,
test_22,19921184,47,5330,1Fam,1,0,4,1977,721,3,GasA,Y,1726,0,2007,
test_448,19921184,,9591,TwnhsE,1,1,5,1977,1064,4,GasA,Y,2295,0,2009,
test_464,19921184,75,8990,Duplex,2,0,5,1977,588,3,GasA,Y,1181,0,2008,
test_569,19921184,70,14191,1Fam,2,0,11,1977,1584,3,GasA,Y,1044,0,2009,
test_580,19921184,70,8777,1Fam,1,0,4,1977,644,3,GasA,Y,2000,0,2007,
test_633,19921184,70,11767,1Fam,2,0,7,1977,964,3,GasA,Y,1232,0,2006,
test_703,19921184,55,2448,1Fam,2,1,6,1977,1554,3,GasA,Y,2715,0,2009,
test_928,19921184,76,10400,1Fam,1,0,7,1977,1078,4,GasA,Y,1242,0,2009,
test_937,19921184,65,10240,1Fam,2,1,5,1977,576,3,GasA,Y,1602,0,2010,
test_1004,19921184,57,7200,1Fam,2,1,5,1977,1930,3,GasA,Y,1112,0,2006,
test_1397,19921184,,7795,1Fam,2,0,8,1977,969,4,GasA,Y,1476,0,2008,
test_1606,19921184,74,9452,1Fam,1,1,7,1977,882,2,GasA,Y,2519,0,2008,
test_1842,19921184,107,10463,1Fam,1,0,6,1977,718,3,GasA,Y,1372,0,2008,
test_2275,19921184,,9480,1Fam,2,0,6,1977,1728,3,GasA,Y,1026,0,2010,
test_2990,19921184,75,12456,1Fam,2,0,6,1977,1260,3,GasA,Y,1268,0,2009,
test_3653,19921184,50,12227,1Fam,2,0,7,1977,784,3,GasA,Y,1709,0,2007,
test_3801,19921184,,11428,1Fam,2,1,4,1977,1394,3,GasA,Y,1839,0,2007,
test_4213,19921184,70,6420,1Fam,2,0,6,1977,990,4,GasA,Y,2082,0,2008,
train_577,2860211,,4043,1Fam,1,0,11,1977,832,3,GasA,Y,1392,0,2006,149233.5937559
train_1892,2860211,54,7134,1Fam,1,0,4,1977,1156,2,GasA,Y,1216,0,2007,143742.102676586
train_3844,2860211,91,11645,1Fam,1,0,4,1977,953,3,GasA,N,1034,0,2009,127971.231981843
train_5960,2860211,65,7000,1Fam,2,0,9,1977,1057,2,GasA,Y,1426,0,2007,191219.780158434
train_6163,2860211,70,6442,1Fam,0,0,7,1977,1907,2,GasA,Y,1610,0,2008,191421.815035764
train_6440,2860211,64,12220,1Fam,1,0,8,1977,1200,3,GasA,Y,1714,0,2007,163874.731754735
train_7394,2860211,60,21535,1Fam,2,0,4,1977,264,4,GasA,Y,1029,0,2009,135853.934407236
train_7516,2860211,60,10625,1Fam,1,1,7,1977,1232,4,GasA,Y,1442,0,2007,175943.889882268
train_7926,2860211,,11475,1Fam,2,1,7,1977,1040,2,GasA,Y,1682,0,2006,160183.953881801
test_211,2860211,70,16659,1Fam,2,1,7,1977,916,3,GasA,Y,1040,0,2008,
test_271,2860211,80,7313,1Fam,1,0,4,1977,660,2,GasA,N,1252,0,2007,
test_1601,2860211,70,10000,1Fam,1,0,6,1977,672,4,GasA,Y,1319,0,2006,
test_3900,2860211,50,8849,1Fam,2,0,5,1977,858,4,GasA,Y,1844,0,2007,
test_4912,2860211,80,6204,1Fam,1,0,4,1977,1374,3,GasA,Y,1472,0,2010,
test_4939,2860211,78,12435,1Fam,1,1,6,1977,1080,3,GasA,Y,2054,0,2007,
train_156,4121950,75,11120,1Fam,1,1,8,1977,0,3,GasA,Y,969,0,2008,120744.48607837
train_489,4121950,94,15576,1Fam,2,0,11,1977,707,3,GasA,Y,2030,0,2007,199481.936849269
train_636,4121950,75,21453,1Fam,2,0,5,1977,848,3,GasA,Y,2324,0,2010,206081.830159737
train_2326,4121950,80,8450,2fmCon,1,1,7,1977,910,3,GasA,Y,1928,0,2007,190845.676059021
train_2599,4121950,,13005,1Fam,2,0,7,1977,1293,3,GasA,Y,1632,0,2008,243661.900914639
train_4456,4121950,60,7200,Duplex,2,0,5,1977,1905,4,GasA,Y,2291,0,2007,162992.688552851
train_4517,4121950,,8198,1Fam,2,1,4,1977,938,4,GasA,Y,480,0,2006,161414.85247958
train_5712,4121950,21,11228,1Fam,2,1,6,1977,684,3,GasA,Y,1196,0,2009,123459.97997532
train_7371,4121950,,14175,1Fam,2,0,4,1977,1234,3,GasA,Y,1700,0,2006,185237.544223121
train_7746,4121950,86,3000,1Fam,1,1,5,1977,1269,3,GasA,Y,1603,0,2010,162720.558737693
train_8247,4121950,,8712,1Fam,2,1,5,1977,1362,3,GasA,Y,2295,0,2008,195082.626484816
test_2379,4121950,80,12182,1Fam,1,0,6,1977,928,3,GasA,Y,1626,0,2008,
test_2627,4121950,,10364,1Fam,1,0,9,1977,1204,3,GasA,Y,1739,0,2007,
test_3406,4121950,82,11900,TwnhsE,2,0,6,1977,1947,2,GasA,Y,1056,0,2009,
test_3609,4121950,,7264,1Fam,2,0,7,1977,756,3,GasA,Y,1541,0,2009,
train_9171,24644229,92,8470,Duplex,1,0,8,1977,789,2,GasA,N,1656,0,2007,131672.671858704
test_400,24644229,90,12378,1Fam,1,0,4,1977,1719,3,GasA,Y,1593,0,2006,
test_4390,24644229,81,10005,1Fam,1,0,6,1977,729,2,GasA,Y,1060,0,2007,
test_4020,119193197,80,9938,1Fam,2,0,7,1977,916,2,GasA,Y,1661,0,2010,
train_1992,7554117,70,13693,Duplex,1,0,6,1977,1099,3,GasA,Y,1057,0,2009,114400.690184071
train_2802,7554117,80,5000,1Fam,1,1,5,1977,483,3,GasA,Y,1500,0,2007,118287.671855985
train_6598,7554117,70,6380,1Fam,1,0,7,1977,1136,3,GasA,Y,1719,0,2007,125156.202856527
test_1607,7554117,75,11888,1Fam,2,1,7,1977,1416,3,GasA,Y,1340,0,2008,
train_9380,22012553,110,9525,1Fam,2,0,6,1977,868,2,GasA,Y,925,0,2006,135881.988066876
train_118,87199179,66,11143,TwnhsE,1,0,8,1977,1453,4,GasA,Y,1111,0,2009,161193.970036209
train_180,87199179,,8199,1Fam,2,1,7,1977,630,3,GasA,Y,1121,0,2006,176811.693727569
train_1021,87199179,52,9200,1Fam,1,1,3,1977,848,2,GasA,Y,1111,0,2006,174184.747070399
train_1067,87199179,59,9525,1Fam,1,0,8,1977,1204,1,GasA,Y,1614,0,2009,182764.87927862
train_1560,87199179,64,9967,1Fam,1,0,8,1977,780,3,GasA,Y,1973,0,2007,194600.104500855
train_1603,87199179,98,9938,1Fam,1,0,5,1977,967,3,GasA,Y,1452,0,2007,196210.633680075
train_1741,87199179,75,5400,1Fam,2,1,4,1977,1228,3,GasA,Y,1214,0,2007,194466.023900971
train_2068,87199179,75,10500,1Fam,2,0,6,1977,1454,3,GasA,Y,912,0,2006,161715.339029499
train_2412,87199179,,6120,1Fam,1,0,7,1977,1533,3,GasA,Y,1347,0,2007,169828.773242089
train_3072,87199179,,4426,1Fam,1,0,9,1977,967,2,GasA,N,901,0,2006,130836.076085272
train_3394,87199179,60,16669,1Fam,2,0,5,1977,2077,2,GasA,Y,816,0,2007,181919.126165086
train_3703,87199179,,4274,1Fam,2,1,8,1977,784,2,GasA,Y,1728,0,2006,145900.460627047
train_5478,87199179,,8978,Duplex,1,0,7,1977,979,2,GasA,Y,1993,0,2006,165145.236716645
train_5620,87199179,50,8712,1Fam,2,1,5,1977,1632,3,GasA,Y,1026,0,2008,201170.882514949
train_6193,87199179,130,7314,1Fam,2,1,9,1977,689,3,GasA,Y,1576,0,2008,152377.804048055
train_6343,87199179,65,10171,1Fam,2,0,5,1977,912,4,GasA,Y,2344,0,2009,176340.939606708
train_6418,87199179,,12160,1Fam,2,0,7,1977,1276,2,GasA,Y,1146,0,2007,139964.787501968
train_6570,87199179,,9991,1Fam,2,0,8,1977,928,2,GasA,Y,2078,0,2009,187980.029780614
train_6722,87199179,34,4571,1Fam,1,1,5,1977,756,3,GasA,Y,816,0,2007,137131.199596162
train_7407,87199179,,9248,2fmCon,2,0,7,1977,870,3,GasA,Y,1686,0,2010,168211.787282908
train_7447,87199179,,9790,1Fam,2,1,6,1977,1391,4,GasA,Y,2285,0,2008,175206.059035115
train_7649,87199179,91,3675,1Fam,1,0,6,1977,876,3,GasA,Y,1212,0,2006,149882.53245463
train_7788,87199179,75,7200,1Fam,2,1,6,1977,992,2,GasA,Y,2158,0,2009,165390.632202764
train_8066,87199179,48,22950,1Fam,2,0,6,1977,0,2,GasA,Y,1494,0,2007,139316.171963138
train_8889,87199179,70,11200,1Fam,1,0,5,1977,1057,3,GasA,Y,1479,0,2008,170655.686193839
train_9311,87199179,59,9600,1Fam,2,1,8,1977,824,4,GasA,Y,1402,0,2007,170979.877427368
train_9607,87199179,34,10500,1Fam,1,0,7,1977,712,3,GasA,Y,864,0,2007,113466.613021683
train_9874,87199179,60,12168,1Fam,1,0,6,1977,1064,3,GasA,Y,1098,0,2006,149940.680352099
test_255,87199179,82,11250,TwnhsE,1,0,6,1977,1390,3,GasA,Y,2267,0,2006,
test_549,87199179,36,10800,1Fam,1,1,5,1977,1559,4,GasA,N,1936,0,2008,
test_644,87199179,21,11194,1Fam,1,0,11,1977,864,2,GasA,Y,1308,0,2008,
test_681,87199179,34,9317,Duplex,1,0,8,1977,680,3,GasA,Y,1425,0,2009,
test_936,87199179,75,8546,1Fam,2,1,5,1977,624,3,GasA,Y,803,0,2010,
test_1024,87199179,70,7227,1Fam,2,0,5,1977,1559,3,GasA,Y,1382,0,2008,
test_1324,87199179,80,8125,2fmCon,1,1,6,1977,1226,3,GasA,Y,969,0,2009,
test_1770,87199179,,7128,1Fam,1,0,5,1977,780,2,GasA,Y,1040,0,2006,
test_2842,87199179,94,8121,1Fam,2,0,4,1977,1436,2,GasA,Y,1337,0,2006,
test_2900,87199179,,7800,1Fam,1,1,5,1977,1242,3,GasA,Y,1640,0,2009,
test_3324,87199179,,9600,1Fam,2,1,7,1977,1568,3,GasA,Y,1218,0,2009,
test_3363,87199179,34,13500,1Fam,2,1,11,1977,804,4,GasA,Y,1218,0,2010,
test_4514,87199179,90,8405,1Fam,2,1,8,1977,840,3,GasA,Y,780,0,2006,
test_4811,87199179,140,9000,2fmCon,1,0,6,1977,756,3,GasA,Y,928,0,2007,
train_245,16932225,70,11029,1Fam,2,0,6,1977,1324,4,GasA,Y,1588,0,2007,179242.941966236
train_2837,16932225,60,13500,1Fam,2,0,5,1977,0,3,GasA,N,1362,0,2009,115619.457384155
train_2996,16932225,70,6120,1Fam,2,0,5,1977,799,3,GasA,Y,1234,0,2006,123461.358518386
train_3289,16932225,40,12803,1Fam,1,0,6,1977,901,2,GasA,Y,3279,0,2006,204660.420647039
train_5080,16932225,76,10800,1Fam,1,0,7,1977,0,3,GasA,Y,1406,0,2007,142807.258526603
train_5348,16932225,63,8760,1Fam,2,0,4,1977,961,2,GasA,Y,2554,0,2006,153589.335660111
train_5402,16932225,66,10335,1Fam,1,1,8,1977,616,3,GasA,Y,672,0,2009,135608.120953511
train_5502,16932225,,7200,1Fam,2,0,7,1977,728,2,GasA,Y,2062,0,2010,152658.469068168
train_5847,16932225,84,6442,1Fam,1,1,7,1977,943,2,GasA,Y,1203,0,2008,143829.729747914
train_5927,16932225,69,10769,1Fam,1,0,5,1977,630,3,GasA,Y,1768,0,2007,170854.293095161
train_7693,16932225,33,10141,1Fam,1,1,6,1977,1392,4,GasA,Y,1387,0,2006,180106.051234828
train_8107,16932225,55,9600,1Fam,2,0,8,1977,1030,3,GasA,N,2144,0,2006,160948.664561283
test_1618,16932225,47,9500,1Fam,1,0,10,1977,1050,3,GasA,Y,1144,0,2006,
test_2515,16932225,,5271,1Fam,1,0,6,1977,1158,2,GasA,Y,999,0,2010,
test_3388,16932225,83,4500,1Fam,2,0,8,1977,864,3,GasA,Y,1501,0,2008,
test_4135,16932225,75,9571,TwnhsE,2,0,6,1977,808,3,GasA,Y,1040,0,2010,
train_940,97195160,75,11146,1Fam,1,1,4,1977,0,3,GasA,Y,990,0,2008,133271.676115794
train_1595,97195160,60,12358,1Fam,1,1,7,1977,458,3,GasA,Y,912,0,2009,112290.145684655
train_2971,97195160,64,8012,1Fam,2,0,6,1977,990,3,GasA,Y,1225,0,2007,163820.044143749
train_3606,97195160,78,9464,1Fam,1,0,6,1977,1766,3,GasA,N,1668,0,2007,179503.954177017
train_5424,97195160,90,9020,1Fam,1,0,5,1977,864,3,GasA,Y,1718,0,2008,159536.577948482
train_5669,97195160,73,9742,1Fam,2,0,6,1977,1391,4,GasA,Y,864,0,2006,177376.41603078
train_8635,97195160,70,9150,1Fam,2,0,7,1977,536,2,GasA,Y,1679,0,2008,137138.229741357
train_9916,97195160,44,4388,1Fam,1,1,8,1977,1258,3,GasA,Y,1850,0,2010,143169.193266652
test_93,97195160,34,28698,1Fam,2,1,6,1977,832,2,GasA,Y,858,0,2008,
test_431,97195160,60,9588,TwnhsE,1,0,6,1977,1869,3,GasA,Y,1535,0,2008,
test_501,97195160,,13891,1Fam,1,1,7,1977,816,3,GasA,Y,1422,0,2007,
test_1194,97195160,37,8640,1Fam,2,0,6,1977,636,3,GasA,Y,1200,0,2009,
test_3911,97195160,78,1936,1Fam,1,0,6,1977,928,3,GasA,Y,2192,0,2008,
test_4124,97195160,60,14154,1Fam,1,1,6,1977,1686,3,GasA,Y,1028,0,2008,
train_458,246250102,60,21872,1Fam,2,1,5,1977,892,3,GasA,Y,965,0,2007,131220.910181876
train_2758,246250102,50,19378,1Fam,2,0,5,1977,1705,3,GasA,Y,1044,0,2008,166369.154106425
train_9816,246250102,,10083,1Fam,2,0,8,1977,1266,3,GasA,Y,1625,0,2008,187474.03124542
test_3404,246250102,86,8198,1Fam,2,0,10,1977,2035,3,GasA,Y,1557,0,2010,
test_4114,246250102,70,5820,TwnhsE,1,0,6,1977,825,2,GasA,Y,1056,0,2006,
train_1277,3472229,53,6960,1Fam,1,0,8,1977,798,4,GasA,Y,1040,0,2009,122116.030361991
train_2425,3472229,43,13101,1Fam,1,0,8,1977,955,3,GasA,Y,1557,0,2007,209907.016065114
train_8158,3472229,84,4426,1Fam,2,0,5,1977,832,3,GasA,Y,1510,0,2008,147263.604331625
test_3186,20185176,,8248,1Fam,1,1,7,1977,1165,2,GasA,Y,1717,0,2007,
train_9713,25169250,70,11050,1Fam,2,1,8,1977,686,4,GasA,Y,2126,0,2010,167171.762193239
train_9838,25169250,65,9790,Duplex,2,1,5,1977,440,4,GasA,N,1638,0,2007,153345.062033297
test_438,9523434,82,13758,1Fam,2,1,6,1977,1040,3,GasA,Y,1148,0,2007,
train_365,140253130,95,9750,1Fam,2,0,8,1977,626,6,GasA,Y,1440,0,2006,178620.694916924
train_618,140253130,21,9120,1Fam,1,1,7,1977,1121,3,GasA,Y,1040,0,2008,129588.763233219
train_896,140253130,60,8314,1Fam,2,1,6,1977,780,3,GasA,Y,1713,0,2009,140420.387772922
train_1258,140253130,44,5604,1Fam,2,0,5,1977,910,6,GasA,Y,2034,0,2008,197149.299146014
train_1464,140253130,59,12203,1Fam,2,0,4,1977,1392,3,GasA,Y,1550,0,2009,170049.128614468
train_2215,140253130,120,3951,1Fam,2,0,7,1977,1188,2,GasA,Y,1663,0,2007,161086.641478615
train_3042,140253130,60,8593,2fmCon,2,0,6,1977,780,3,GasA,Y,1922,0,2007,166149.758367944
train_3206,140253130,65,2117,1Fam,1,0,5,1977,1324,3,GasA,Y,1920,0,2009,162042.620269305
train_3217,140253130,85,7136,1Fam,1,0,9,1977,928,3,GasA,Y,1919,0,2008,121250.126234067
train_3358,140253130,,7340,1Fam,1,0,6,1977,864,3,GasA,Y,1481,0,2009,215634.228556637
train_3542,140253130,35,3951,1Fam,1,1,6,1977,576,2,GasA,Y,1324,0,2007,155370.199599932
train_3609,140253130,,7758,1Fam,1,0,6,1977,1098,1,GasA,Y,912,0,2007,173641.438495489
train_3848,140253130,,15426,1Fam,2,0,6,1977,1054,4,GasA,Y,1576,0,2009,225611.140935533
train_3853,140253130,,10440,1Fam,1,1,7,1977,672,3,GasA,Y,2872,0,2007,234780.102635102
train_4208,140253130,60,9000,1Fam,2,0,6,1977,1208,3,GasA,Y,1838,0,2009,169862.640615157
train_4642,140253130,38,4043,1Fam,2,0,2,1977,3094,3,GasA,Y,2574,0,2007,270639.80152217
train_4791,140253130,60,7000,1Fam,2,1,6,1977,1064,3,GasA,Y,1229,0,2009,158086.46337803
train_4946,140253130,67,9416,1Fam,2,1,6,1977,1580,3,GasA,Y,2353,0,2009,258611.110211692
train_5384,140253130,67,6155,1Fam,2,0,4,1977,1080,2,GasA,Y,1700,0,2006,192049.266638984
train_5576,140253130,60,8846,1Fam,1,0,7,1977,1004,2,GasA,Y,1381,0,2009,168433.089941623
train_5755,140253130,86,8741,1Fam,2,0,6,1977,780,3,GasA,Y,1578,0,2006,157991.698825055
train_6131,140253130,90,10125,1Fam,1,0,12,1977,698,4,GasA,Y,1496,0,2008,123790.529524228
train_6478,140253130,50,7500,1Fam,2,0,9,1977,864,3,GasA,Y,1440,0,2006,141527.158765987
train_6527,140253130,,13005,1Fam,2,0,5,1977,684,4,GasA,Y,2082,0,2010,225667.682733552
train_6755,140253130,75,2522,1Fam,2,0,9,1977,561,3,GasA,Y,1801,0,2008,128946.882539625
train_7510,140253130,86,10300,1Fam,2,1,7,1977,780,2,GasW,Y,1683,0,2009,159521.051207867
train_7936,140253130,60,12354,1Fam,1,0,8,1977,636,3,GasA,Y,1717,0,2008,178507.42775527
train_8035,140253130,64,9600,TwnhsE,2,0,5,1977,1008,2,GasA,N,2515,0,2007,201615.225803867
train_8512,140253130,,8064,TwnhsE,2,0,6,1977,483,3,GasA,Y,1440,0,2007,179277.013914543
